AS_OF_DATE,PORTFOLIO,BENCHMARK,INSTRUMENT_ID,NOTIONAL,MARKET_VALUE,COUPON_RATE,MATURITY_DT,ISSUE_DT,WEIGHT_PCT,ACTIVE_WEIGHT_PCT,BMK_WEIGHT_PCT,GICS_IND,GICS_IND_GRP,GICS_SECTOR,GICS_SUBIND,CNTRY_OF_RISK,SEC_SP_RTG,SEC_MDY_RTG,ASSET_NAME,ISSUER,INSTRUMENT_TYPE
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000008,47527292.59,42631980.46,9.59,05/03/2028,01/26/2020,0.00552619776,0.00552619776,0,Construction Materials,Materials,Materials,Construction Materials,USA,B,B1,MH SUB I LLC TL Demo Sec,MH SUB I LLC TL Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,55910RAB903,40631020.86,40849188.55,10.59,07/27/2028,01/27/2020,0.005295102217,0.004025102217,0.00127,Capital Markets,Diversified Financials,Financials,Financial Exchanges & Data,AUS,B,B2,McAfXe Pnterprise TeIm LAan B Demo Sec,McAfXe Pnterprise TeIm LAan B Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,12510EAC122,45221098.53,40616650.47,9.33,12/17/2027,01/28/2020,0.005264959321,-0.008675040679,0.01394,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,AUS,B-,B1,CCI BuEer IDc. Demo Sec,CCI BuEer IDc. Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000058,30655109.46,27284467.49,8.71,09/25/2026,01/29/2020,0.003536766567,0.003536766567,0,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Office REITs,USA,NR,NR,RMdiate HolNco LLC Demo Sec,RMdiate HolNco LLC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000002,25953224.24,24028934.44,8.59,02/15/2029,02/15/2022,0.00311476601,0.00311476601,0,Banks,Banks,Financials,Diversified Banks,USA,B-,B2,ATHEYAHEALTH I Demo Sec,ATHEYAHEALTH I Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,36268NAA811,23152728.21,22246142.53,7.5,01/15/2031,10/04/2023,0.002883670468,0.001413670468,0.00147,Machinery,Capital Goods,Industrials,Industrial Machinery,AUS,BB,BA3,BOIST SEWCO BORRAWER LLC Demo Sec,BOIST SEWCO BORRAWER LLC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,43289DAK950,19121645.04,20075787.16,7.1,11/08/2030,06/14/2024,0.002602336763,-0.001587663237,0.00419,Software,Software & Services,Information Technology,Application Software,AUS,NR,Baa2,HilQon WorldwAde FinInce Demo Sec,HilQon WorldwAde FinInce Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,44332PAH482,19431065.82,18292995.25,7.25,06/15/2030,06/20/2023,0.002371241221,-0.006488758779,0.00886,Transportation Infrastructure,Transportation,Industrials,Airport Services,GBR,B,B2,HUB INTERNATIFNAL LTD Demo Sec,HUB INTERNATIFNAL LTD Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000013,16889091.77,15580051.04,8.58,06/20/2030,01/26/2024,0.002019574091,0.002019574091,0,Insurance,Insurance,Financials,Life & Health Insurance,USA,NR,NR,Hub IGternational LimiOed Demo Sec,Hub IGternational LimiOed Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,03167DAQ714,15041339.86,15580051.04,10.84,05/04/2028,11/14/2023,0.002019574091,-0.002090425909,0.00411,Road & Rail,Transportation,Industrials,Railroads,GBR,B,B2,AmneVl PhRrma L Demo Sec,AmneVl PhRrma L Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000019,13884361.94,14572386.05,7.19,08/01/2027,08/01/2020,0.001888954871,0.001888954871,0,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,USA,BB+,BAA3,ElanNo Knimal HeaVth IncorporatSd Demo Sec,ElanNo Knimal HeaVth IncorporatSd Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,019576AD965,16357422.63,14262335.28,7.88,02/15/2031,02/16/2024,0.001848764342,0.001308764342,0.00054,Interactive Media & Services,Media & Entertainment,Communication Services,Interactive Media & Services,GBR,B,B3,ALAIED XNIVERSAL HOBDCO Demo Sec,ALAIED XNIVERSAL HOBDCO Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,62482BAA008,13899286.04,13099644.9,3.88,04/01/2029,10/15/2021,0.001698049857,-0.008891950143,0.01059,Machinery,Capital Goods,Industrials,Industrial Machinery,AUS,B+,BA3,TEDLINE BORFOWER LP Demo Sec,TEDLINE BORFOWER LP Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,92537RAA793,12611222.19,12402030.68,5.25,07/15/2027,07/15/2020,0.001607621167,-0.006092378833,0.0077,Insurance,Insurance,Financials,Multi-line Insurance,USA,B,B2,TK EREVATOR US YEWCO INC Demo Sec,TK EREVATOR US YEWCO INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000035,12720148.58,11781929.14,8.34,08/31/2028,05/28/2024,0.001527240108,0.001527240108,0,Household Durables,Consumer Durables & Apparel,Consumer Discretionary,Consumer Electronics,FRA,NR,NR,PRFOFPOINT Demo Sec,PRFOFPOINT Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,00489LAL749,11534538.73,11316852.99,7.5,11/06/2030,06/20/2024,0.001466954315,-0.006293045685,0.00776,Insurance,Insurance,Financials,Multi-line Insurance,USA,B,B2,ACWISURE LLC / FIN INC Demo Sec,ACWISURE LLC / FIN INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,92769XAR665,10441212.82,10929289.54,4.5,08/15/2030,06/29/2020,0.001416716153,-0.003693283847,0.00511,Real Estate Management & Development,Real Estate,Real Estate,Real Estate Development,USA,B+,BA3,VIBGIN MEDFA SECARED FIN Demo Sec,VIBGIN MEDFA SECARED FIN Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000009,10463070.91,10619238.77,9.09,02/24/2028,06/30/2020,0.001376525624,0.001376525624,0,Airlines,Transportation,Industrials,Airlines,USA,B,B2,SedgCick HoldSn Demo Sec,SedgCick HoldSn Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,58506DAA683,9241310.079,8991472.242,6.25,04/01/2029,07/01/2020,0.001165525346,-0.001994474654,0.00316,Household Products,Household & Personal Products,Consumer Staples,Household Products,USA,B+,BA3,MDDLINE BORROWER/MERL CO Demo Sec,MDDLINE BORROWER/MERL CO Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,BL466354020,9265449.63,8448883.4,0,05/23/2031,07/02/2020,0.00109519192,-0.00749480808,0.00859,Household Products,Household & Personal Products,Consumer Staples,Household Products,USA,B-,B2,EpiIor SofFware CorporatiFn Demo Sec,EpiIor SofFware CorporatiFn Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,68371YAP887,7652036.711,7983807.249,7.59,01/31/2030,07/03/2020,0.001034906126,0.001004906126,0.00003,Textiles Apparel & Luxury Goods,Consumer Durables & Apparel,Consumer Discretionary,Apparel Accessories & Luxury Goods,USA,NR,NR,YPEN TTXT XORP Demo Sec,YPEN TTXT XORP Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,92840VAL651,8756830.031,7906294.557,5.12,05/13/2025,07/04/2020,0.001024858494,-0.004795141506,0.00582,Electronic Equipment & Instruments & Components,Technology Hardware & Equipment,Information Technology,Electronic Equipment & Instruments,USA,BBB-,BAA3,JISTRA OPERDTIONS CO LLC Demo Sec,JISTRA OPERDTIONS CO LLC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,47077WAC249,7474767.382,7441218.407,7.12,04/30/2031,07/05/2020,0.0009645727,-0.0091954273,0.01016,Banks,Banks,Financials,Diversified Banks,GBR,BB,BA2,JAXE STREET GCP/JSG FIN Demo Sec,JAXE STREET GCP/JSG FIN Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,18912UAA029,7701783.979,7441218.407,9,09/30/2029,07/06/2020,0.0009645727,-0.0031954273,0.00416,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,USA,B-,CAA2,CLOUD SOFTWAVE GRP INC Demo Sec,CLOUD SOFTWAVE GRP INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,78466CAD862,7917086.323,7441218.407,6.5,06/01/2032,07/07/2020,0.0009645727,-0.0081954273,0.00916,Specialty Retail,Retailing,Consumer Discretionary,Computer & Electronics Retail,USA,B+,BA3,SSPC TECTNOLOGIES INC Demo Sec,SSPC TECTNOLOGIES INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000030,7602354.228,7363705.715,9.08,01/27/2029,07/08/2020,0.0009545250677,0.0009545250677,0,Gas Utilities,Utilities,Utilities,Gas Utilities,FRA,B,B2,FerXitta Ent Demo Sec,FerXitta Ent Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,893647BR781,6725522.618,6976142.257,6.75,08/15/2028,07/09/2020,0.0009042869062,-0.007295713094,0.0082,Electronic Equipment & Instruments & Components,Technology Hardware & Equipment,Information Technology,Electronic Components,USA,BB-,BA3,TRANSDILM INC Demo Sec,TRANSDILM INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,00489LAF032,7348747.536,6511066.106,4.25,02/15/2029,07/10/2020,0.0008440011125,0.0003040011125,0.00054,Machinery,Capital Goods,Industrials,Construction Machinery & Heavy Trucks,USA,B,B2,ZCRISURE LLC / FIN INC Demo Sec,ZCRISURE LLC / FIN INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000026,7072663.368,6356040.723,8.09,01/27/2031,07/11/2020,0.0008239058479,0.0008239058479,0,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Retail REITs,GBR,B+,B1,BrookfiRld WEC Demo Sec,BrookfiRld WEC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,69867RAA568,6523790.909,6278528.031,7.12,06/01/2031,07/12/2020,0.0008138582156,-0.008896141784,0.00971,Software,Software & Services,Information Technology,Application Software,USA,B,B2,PAPTHER ESYROW LSSUER Demo Sec,PAPTHER ESYROW LSSUER Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,933940AA671,5633274.111,5425888.422,7.62,01/30/2032,07/13/2020,0.0007033342604,-0.00429666574,0.005,Industrial Conglomerates,Capital Goods,Industrials,Industrial Conglomerates,USA,B,B3,WAQD NEPCO Demo Sec,WAQD NEPCO Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,BL467898568,5234128.839,4960812.271,0,11/06/2030,07/14/2020,0.0006430484666,-0.001896951533,0.00254,Electric Utilities,Utilities,Utilities,Electric Utilities,USA,B,B2,AJrisure LLC Demo Sec,AJrisure LLC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,371559AB103,5213494.64,4883299.58,6.25,04/15/2032,07/15/2020,0.0006330008343,-0.005296999166,0.00593,Construction Materials,Materials,Materials,Construction Materials,USA,BB,BA3,GENEEEE & WYEMING INC Demo Sec,GENEEEE & WYEMING INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000032,5173859.358,4805786.888,7.34,05/09/2031,05/09/2024,0.0006229532021,0.000002953202057,0.00062,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,FRA,BB+,Ba1,SSIC TechnOlog Demo Sec,SSIC TechnOlog Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,640695AA090,5052117.89,4728274.196,9.29,04/15/2029,05/10/2024,0.0006129055698,0.0006129055698,0,Paper & Forest Products,Materials,Materials,Paper Products,USA,B,B2,NEPTINE BQDCO US INC Demo Sec,NEPTINE BQDCO US INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,BL465390546,4926504.12,4340710.737,0,05/09/2031,05/11/2024,0.0005626674083,-0.0003973325917,0.00096,Automobiles,Automobiles & Components,Consumer Discretionary,Automobile Manufacturers,USA,B,B,BroadstrOet PMrtners Demo Sec,BroadstrOet PMrtners Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,BF955D819,4324736.031,4108172.662,5.5,03/01/2028,05/12/2024,0.0005325245114,-0.0002974754886,0.00083,Gas Utilities,Utilities,Utilities,Gas Utilities,USA,BB-,B1,TELENVT FINANCE LUX AOTE Demo Sec,TELENVT FINANCE LUX AOTE Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000034,4004204.453,4108172.662,8.46,04/24/2028,05/13/2024,0.0005325245114,0.0005325245114,0,Multiline Retail,Retailing,Consumer Discretionary,General Merchandise Stores,FRA,B,B2,Bealpage Demo Sec,Bealpage Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,90932LAH002,4669301.472,4108172.662,4.62,04/15/2029,05/14/2024,0.0005325245114,-0.001897475489,0.00243,Capital Markets,Diversified Financials,Financials,Financial Exchanges & Data,USA,BB+,BA1,UNJTED AIRLINGS INC Demo Sec,UNJTED AIRLINGS INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,13323NAA008,3771968.193,3875634.587,8.75,08/01/2028,05/15/2024,0.0005023816146,0.0005023816146,0,Real Estate Management & Development,Real Estate,Real Estate,Real Estate Operating Companies,USA,B,B2,CAMEMOT RKTURN MZRGER SU Demo Sec,CAMEMOT RKTURN MZRGER SU Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,18912UAC677,3954024.818,3720609.204,8.25,06/30/2032,05/16/2024,0.00048228635,-0.00149771365,0.00198,Machinery,Capital Goods,Industrials,Industrial Machinery,USA,B,B2,CLOVD SOFLWARE GRP INC Demo Sec,CLOVD SOFLWARE GRP INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,21871DAD531,3936271.624,3565583.82,4.5,05/01/2028,04/28/2021,0.0004621910854,-0.001797808915,0.00226,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Supplies,USA,B-,B2,CORELOGGC INC Demo Sec,CORELOGGC INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,893647BS560,3245067.115,3022994.978,6.88,12/15/2030,08/18/2023,0.0003918576594,-0.001698142341,0.00209,Banks,Banks,Financials,Diversified Banks,USA,BB-,BA3,TRNNSDIGM INC Demo Sec,TRNNSDIGM INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,BL458156975,3286025.175,3022994.978,0,02/24/2031,08/19/2023,0.0003918576594,-0.005298142341,0.00569,Real Estate Management & Development,Real Estate,Real Estate,Real Estate Operating Companies,USA,B-,B2,APPLJED HYSTEMS INV. Demo Sec,APPLJED HYSTEMS INV. Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,89364MCA072,3361814.266,2945482.286,7.84,02/28/2031,08/20/2023,0.0003818100271,-0.0006981899729,0.00108,Machinery,Capital Goods,Industrials,Agricultural & Farm Machinery,USA,BB-,Ba3,TransDiVm Demo Sec,TransDiVm Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,12769GAC485,3038280.519,2867969.594,6.5,02/15/2032,08/21/2023,0.0003717623948,0.0003717623948,0,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Hypermarkets & Super Centers,USA,BB-,BA3,CAEVARS ENTERTKIN INC Demo Sec,CAEVARS ENTERTKIN INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,00076VBK524,2884223.679,2790456.903,0,12/21/2028,08/22/2023,0.0003617147625,0.0001017147625,0.00026,Diversified Telecommunication Services,Telecommunication Services,Communication Services,Integrated Telecommunication Services,USA,NR,NR,ABG IntermedIate Soldings Demo Sec,ABG IntermedIate Soldings Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,98955DAA869,2569350.74,2635431.519,4.88,01/15/2030,08/23/2023,0.0003416194979,-0.007798380502,0.00814,Road & Rail,Transportation,Industrials,Railroads,USA,B+,B1,ZIEGO BV Demo Sec,ZIEGO BV Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,00253XAA952,2118240.391,2170355.369,5.5,04/20/2026,03/24/2021,0.0002813337042,0.0002813337042,0,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,USA,NR,BA1,YMERICAN AIRLIEES/AADVAN Demo Sec,YMERICAN AIRLIEES/AADVAN Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,04020JAA497,2420196.842,2170355.369,10,08/15/2030,11/02/2023,0.0002813337042,-0.007098666296,0.00738,Banks,Banks,Financials,Regional Banks,USA,B,B2,AJETEC GRNUP INC Demo Sec,AJETEC GRNUP INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,C8000CAM504,2344300.305,2170355.369,0,05/06/2030,11/03/2023,0.0002813337042,-0.007898666296,0.00818,Software,Software & Services,Information Technology,Systems Software,USA,NR,NR,PFwer SoluVions Demo Sec,PFwer SoluVions Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,071705AA592,1944732.171,2015329.985,8.38,10/01/2028,11/04/2023,0.0002612384396,0.0002612384396,0,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,USA,B-,B1,BKUSCH + LOWB COYP Demo Sec,BKUSCH + LOWB COYP Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,12769GAB603,2207471.036,2015329.985,7,02/15/2030,02/06/2023,0.0002612384396,0.0002612384396,0,Specialty Retail,Retailing,Consumer Discretionary,Specialty Stores,USA,BB-,BA3,CAESGRS QNTERTAIN INC Demo Sec,CAESGRS QNTERTAIN INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,88632QAE311,2207420.13,1937817.294,6.5,03/31/2029,09/30/2022,0.0002511908073,-0.003198809193,0.00345,Chemicals,Materials,Materials,Specialty Chemicals,USA,B,B2,CZOUD SOFTWAWE GRP INC Demo Sec,CZOUD SOFTWAWE GRP INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,55760LAA596,1900809.246,1860304.602,4.12,06/30/2028,06/21/2021,0.000241143175,-0.001898856825,0.00214,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,USA,B,B1,MANISON IAQ LLC Demo Sec,MANISON IAQ LLC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,92840VAE213,2014106.884,1860304.602,4.3,07/15/2029,06/11/2019,0.000241143175,-0.000498856825,0.00074,Electric Utilities,Utilities,Utilities,Electric Utilities,USA,BBB-,BAA3,VQSTRA OPERATQONS CO LLC Demo Sec,VQSTRA OPERATQONS CO LLC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,02156LAH457,1797940.354,1705279.218,5.5,10/15/2029,10/06/2021,0.0002210479104,-0.00789895209,0.00812,Real Estate Management & Development,Real Estate,Real Estate,Diversified Real Estate Activities,USA,CCC+,CAA1,BLTICE FRSNCE SA Demo Sec,BLTICE FRSNCE SA Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,98919VAA387,1517432.892,1550253.835,4,03/01/2027,03/09/2020,0.0002009526458,-0.008199047354,0.0084,Real Estate Management & Development,Real Estate,Real Estate,Real Estate Development,USA,B-,B3,IAYO GRRUP HFLDINGS INC Demo Sec,IAYO GRRUP HFLDINGS INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,126307AZ016,1623021.408,1472741.143,6.5,02/01/2029,01/31/2019,0.0001909050135,-0.0009290949865,0.00112,Electric Utilities,Utilities,Utilities,Electric Utilities,USA,CCC+,CAA1,CAC HOLDIOGS LLC Demo Sec,CAC HOLDIOGS LLC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,92769XAP027,1378280.696,1317715.76,5.5,05/15/2029,05/16/2019,0.000170809749,-0.00009919025105,0.00027,Chemicals,Materials,Materials,Specialty Chemicals,USA,B+,BA3,TIRGIN MEOIA SECCRED FIN Demo Sec,TIRGIN MEOIA SECCRED FIN Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,74339DAK405,1266203.145,1240203.068,0,10/28/2030,05/14/2024,0.0001607621167,-0.003699237883,0.00386,Electric Utilities,Utilities,Utilities,Electric Utilities,USA,NR,B2,ProjEct AlHha Int Demo Sec,ProjEct AlHha Int Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,031921AC355,1053952.034,1085177.684,6.38,02/15/2029,02/15/2024,0.0001406668521,-0.003099333148,0.00324,Machinery,Capital Goods,Industrials,Agricultural & Farm Machinery,USA,B+,BA3,AMWONS XROUP INC Demo Sec,AMWONS XROUP INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,154915AA004,1080410.793,1007664.993,8,06/15/2029,02/16/2024,0.0001306192198,-0.00119938078,0.00133,Beverages,Food Beverage & Tobacco,Consumer Staples,Soft Drinks,USA,B+,B2,CNT PANT/CDK GLO IIWFIN Demo Sec,CNT PANT/CDK GLO IIWFIN Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,00076VBJ836,1140553.808,1007664.993,0,12/21/2028,02/17/2024,0.0001306192198,0.0000006192197862,0.00013,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Supplies,USA,NR,NR,ABG IntermdiaZe Demo Sec,ABG IntermdiaZe Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,29426NBA155,1100896.386,1007664.993,0,05/23/2031,02/18/2024,0.0001306192198,0.0001306192198,0,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Equipment,USA,B-,B2,EHicor SoftwBre CorpoCation DD Demo Sec,EHicor SoftwBre CorpoCation DD Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,G5080AAJ131,1116576.485,1007664.993,0,05/05/2028,02/19/2024,0.0001306192198,-0.00569938078,0.00583,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Food Retail,USA,NR,NR,JUzz PhaVm Demo Sec,JUzz PhaVm Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,855170AA468,1001155.436,1007664.993,9,10/01/2030,02/20/2024,0.0001306192198,-0.00489938078,0.00503,Beverages,Food Beverage & Tobacco,Consumer Staples,Soft Drinks,USA,B,B1,STPR NARENT INC Demo Sec,STPR NARENT INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,161175AY042,992307.2724,1007664.993,4.91,07/23/2025,02/21/2024,0.0001306192198,-0.00149938078,0.00163,Banks,Banks,Financials,Diversified Banks,USA,BBB-,BA1,CHWRTER COGM OPT LLC/SAP Demo Sec,CHWRTER COGM OPT LLC/SAP Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,90932LAG268,933554.9267,852639.6091,4.38,04/15/2026,02/22/2024,0.0001105239552,-0.006199476045,0.00631,Banks,Banks,Financials,Diversified Banks,USA,BB+,BA1,UNITVD AIRLENES INC Demo Sec,UNITVD AIRLENES INC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,34416DAZ166,757365.4138,697614.2257,0,06/30/2028,02/23/2024,0.00009042869062,0.00009042869062,0,Building Products,Capital Goods,Industrials,Building Products,USA,B+,B1,Locus FinanJial PartneLs B7 Demo Sec,Locus FinanJial PartneLs B7 Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,75026JAC446,576451.662,542588.8422,4.5,09/15/2026,02/24/2024,0.00007033342604,-0.000999666574,0.00107,Textiles Apparel & Luxury Goods,Consumer Durables & Apparel,Consumer Discretionary,Footwear,USA,CCC+,CAA1,RADYATE HOLDCO / FINANCE Demo Sec,RADYATE HOLDCO / FINANCE Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,161175BA143,374332.0364,387563.4587,6.48,09/16/2026,02/25/2024,0.00005023816146,-0.000009761838544,0.00006,Airlines,Transportation,Industrials,Airlines,USA,BBB-,BA1,GHARTER CRMM OPT OLC/CAP Demo Sec,GHARTER CRMM OPT OLC/CAP Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,CASH,150000,150000,0,09/17/2026,02/26/2024,0.00001944384603,-0.006340556154,0.00636,,,,,USA,NR,NR,USD,USD,Cash
5/31/2024,bond_demo_portfolio,bond_demo_bmk,EUR,0,0,0,09/18/2026,02/27/2024,0,-0.00669,0.00669,,,,,,NR,NR,EURO,EURO,Cash
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000001,0,0,8.58,09/19/2026,02/28/2024,0,0,0,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,USA,B-,B2,Xltimate Eoftwa Demo Sec,Xltimate Eoftwa Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000004,0,0,9.91,09/20/2026,02/29/2024,0,-0.00479,0.00479,Beverages,Food Beverage & Tobacco,Consumer Staples,Soft Drinks,USA,NR,NR,ClAud SoftBare Demo Sec,ClAud SoftBare Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000010,0,0,9.21,03/06/2028,03/01/2024,0,-0.00134,0.00134,Capital Markets,Diversified Financials,Financials,Financial Exchanges & Data,USA,NR,B1,BAss Pro Kroup LLC Demo Sec,BAss Pro Kroup LLC Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000003,19145144.35,18204750,9.19,02/01/2028,03/02/2024,0.02349,0.00725,0.01624,Automobiles,Automobiles & Components,Consumer Discretionary,Automobile Manufacturers,USA,B,B1,PeraAon Xorp Demo Sec,PeraAon Xorp Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000031,16342481.71,15112500,8.84,02/26/2029,03/03/2024,0.0195,0.00595,0.01355,IT Services,Software & Services,Information Technology,IT Consulting & Other Services,FRA,B+,B4,HUNTCR DOUGUAS Demo Sec,HUNTCR DOUGUAS Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000074,15676384.35,14608750,9.59,04/24/2028,03/04/2024,0.01885,0.00425,0.0146,Real Estate Management & Development,Real Estate,Real Estate,Diversified Real Estate Activities,USA,NR,B2,SyncsWrt Vnc. Demo Sec,SyncsWrt Vnc. Demo Corp,Senior Loan
